fl_number,quantity,width,height,gusset,substrate,finish,seal_type,zipper,tear_notch,hole_punch,corners,actual_unit_price,calculated_unit_price,error_pct,direction,hp_cost,thermo_cost,poucher_cost,total_cost,labels_per_cycle,gear_teeth,no_across,no_around
,10000,3.25,5.825,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.15838,0.12476,21.23,UNDER,344.57,206.12,696.91,1247.6,11,286,1,11
,15000,3.25,5.825,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.14852,0.11447,22.93,UNDER,495.21,294.5,927.28,1716.99,11,286,1,11
,25000,3.25,5.825,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.13665,0.10168,25.59,UNDER,796.81,453.17,1292.02,2542.01,11,286,1,11
,100000,3.25,5.825,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.12206,0.09222,24.45,UNDER,3059.34,1726.74,4435.76,9221.84,11,286,1,11
,127000,3.25,5.825,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.1214,0.09158,24.56,UNDER,3874.03,2185.33,5571.58,11630.94,11,286,1,11
,5000,3.25,5.825,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.18278,0.16173,11.52,UNDER,193.6,118.4,496.63,808.63,11,286,1,11
,10000,3.25,5.825,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.14856,0.12476,16.02,UNDER,344.57,206.12,696.91,1247.6,11,286,1,11
,15000,3.25,5.825,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.13887,0.11447,17.57,UNDER,495.21,294.5,927.28,1716.99,11,286,1,11
,25000,3.25,5.825,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.12719,0.10168,20.06,UNDER,796.81,453.17,1292.02,2542.01,11,286,1,11
,100000,3.25,5.825,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.11271,0.09222,18.18,UNDER,3059.34,1726.74,4435.76,9221.84,11,286,1,11
,127000,3.25,5.825,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.11205,0.09158,18.27,UNDER,3874.03,2185.33,5571.58,11630.94,11,286,1,11
FL-CQ-1246,5000,3.75,4.625,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.28499,0.16676,41.49,UNDER,213.45,85.48,534.88,833.8,10,300,1,10
FL-CQ-1246,10000,3.75,4.625,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.23394,0.12954,44.63,UNDER,384.89,143.7,766.81,1295.4,10,300,1,10
FL-CQ-1246,25000,3.75,4.625,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.20234,0.10617,47.53,UNDER,899.22,300.19,1454.78,2654.19,10,300,1,10
FL-CQ-1246,50000,3.75,4.625,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.18489,0.09999,45.92,UNDER,1756.44,575.36,2667.83,4999.63,10,300,1,10
FL-CQ-1246,100000,3.75,4.625,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.17997,0.09679,46.22,UNDER,3470.86,1125.71,5082.53,9679.11,10,300,1,10
,5000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.24638,0.2,18.82,UNDER,250.93,97.62,651.45,1000.0,8,288,1,8
,15000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.1867,0.1371,26.57,UNDER,667.72,223.26,1165.54,2056.53,8,288,1,8
,30000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.17499,0.12538,28.35,UNDER,1292.76,421.33,2047.29,3761.38,8,288,1,8
,60000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.16164,0.11925,26.23,UNDER,2543.15,817.58,3794.11,7154.84,8,288,1,8
,90000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.15911,0.11702,26.46,UNDER,3793.54,1213.83,5524.13,10531.5,8,288,1,8
,120000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.15812,0.11604,26.61,UNDER,5043.93,1610.08,7271.3,13925.31,8,288,1,8
FL-DL-1236,5000,4.75,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.36012,0.20222,43.85,UNDER,258.55,101.6,650.96,1011.11,8,304,1,8
FL-DL-1236,10000,4.75,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.2935,0.15938,45.7,UNDER,474.65,175.31,943.87,1593.83,8,304,1,8
FL-DL-1236,25000,4.75,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.24625,0.1325,46.19,UNDER,1123.63,373.67,1815.1,3312.41,8,304,1,8
FL-DL-1236,50000,4.75,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.23378,0.12557,46.29,UNDER,2204.82,722.17,3351.37,6278.36,8,304,1,8
FL-DL-1236,100000,4.75,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.22831,0.12197,46.58,UNDER,4367.54,1419.27,6409.97,12196.78,8,304,1,8
FL-DL-1238,5000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3933,0.196,50.17,UNDER,250.93,97.62,631.45,980.0,8,288,1,8
FL-DL-1238,7500,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.34232,0.16485,51.84,UNDER,355.21,132.02,749.16,1236.39,8,288,1,8
FL-DL-1238,10000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.32363,0.15351,52.57,UNDER,459.16,167.44,908.49,1535.1,8,288,1,8
FL-DL-1238,15000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.29441,0.13577,53.88,UNDER,667.72,223.26,1145.54,2036.53,8,288,1,8
FL-DL-1238,20000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.28499,0.13023,54.31,UNDER,875.96,289.25,1439.3,2604.51,8,288,1,8
FL-DL-1238,25000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.27943,0.12694,54.57,UNDER,1084.52,355.34,1733.53,3173.4,8,288,1,8
FL-CQ-1224,5000,4.5,6.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.5432,0.196,63.92,UNDER,250.93,97.62,631.45,980.0,8,288,1,8
FL-CQ-1224,10000,4.5,6.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.4435,0.15351,65.39,UNDER,459.16,167.44,908.49,1535.1,8,288,1,8
FL-CQ-1224,25000,4.5,6.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3889,0.12694,67.36,UNDER,1084.52,355.34,1733.53,3173.4,8,288,1,8
FL-CQ-1224,50000,4.5,6.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3633,0.12002,66.97,UNDER,2126.35,685.5,3188.92,6000.77,8,288,1,8
FL-CQ-1224,100000,4.5,6.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3533,0.11643,67.05,UNDER,4210.34,1345.92,6086.52,11642.77,8,288,1,8
FL-CQ-1224,250000,4.5,6.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3515,0.11417,67.52,UNDER,10462.3,3327.16,14752.01,28541.47,8,288,1,8
FL-CQ-1225,2500,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.5571,0.26568,52.31,UNDER,146.97,61.67,455.56,664.2,8,288,1,8
FL-CQ-1225,5000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.40174,0.196,51.21,UNDER,250.93,97.62,631.45,980.0,8,288,1,8
FL-CQ-1225,7500,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.35044,0.16485,52.96,UNDER,355.21,132.02,749.16,1236.39,8,288,1,8
FL-CQ-1225,10000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3318,0.15351,53.73,UNDER,459.16,167.44,908.49,1535.1,8,288,1,8
,5000,4.0,10.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.4457,0.18209,59.15,UNDER,228.04,89.71,592.68,910.43,9,288,1,9
,10000,4.0,10.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3385,0.14036,58.53,UNDER,413.4,151.85,838.35,1403.59,9,288,1,9
,25000,4.0,10.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.2889,0.11431,60.43,UNDER,968.8,318.67,1570.28,2857.75,9,288,1,9
,50000,4.0,10.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.2678,0.10744,59.88,UNDER,1895.23,612.26,2864.43,5371.92,9,288,1,9
,100000,4.0,10.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.2589,0.10387,59.88,UNDER,3747.78,1199.33,5440.18,10387.29,9,288,1,9
,250000,4.0,10.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.2539,0.10163,59.97,UNDER,9304.75,2960.33,13142.34,25407.42,9,288,1,9
,5000,6.0,4.5,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.5432,0.22736,58.14,UNDER,320.56,120.21,696.05,1136.82,6,288,1,6
,10000,6.0,4.5,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.4435,0.18475,58.34,UNDER,598.42,201.3,1047.77,1847.49,6,288,1,6
,25000,6.0,4.5,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3889,0.16446,57.71,UNDER,1432.02,465.47,2214.07,4111.55,6,288,1,6
,50000,6.0,4.5,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3633,0.15746,56.66,UNDER,2821.34,905.74,4145.68,7872.76,6,288,1,6
,100000,6.0,4.5,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3533,0.15377,56.48,UNDER,5599.99,1786.3,7990.59,15376.88,6,288,1,6
,250000,6.0,4.5,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3515,0.15141,56.92,UNDER,13935.94,4427.95,19488.69,37852.59,6,288,1,6
FL-DL-1216,10000,3.0,5.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.23945,0.10819,54.82,UNDER,320.56,120.21,641.18,1081.94,12,288,1,12
FL-DL-1216,25000,3.0,5.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.20471,0.08693,57.54,UNDER,737.35,245.33,1190.55,2173.23,12,288,1,12
FL-DL-1216,50000,3.0,5.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.18646,0.08117,56.47,UNDER,1432.02,465.47,2160.94,4058.42,12,288,1,12
FL-DL-1216,100000,3.0,5.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.18092,0.0782,56.78,UNDER,2821.34,905.74,4092.65,7819.73,12,288,1,12
FL-DL-1215,5000,2.5,2.5,0,MET PET,Matte,3 Side Seal,None,Standard,None,Straight,0.13183,0.1294,1.84,UNDER,99.49,45.55,501.98,647.02,30,300,2,15
FL-DL-1215,10000,2.5,2.5,0,MET PET,Matte,3 Side Seal,None,Standard,None,Straight,0.10177,0.07339,27.88,UNDER,156.64,65.57,511.73,733.94,30,300,2,15
FL-DL-1215,25000,2.5,2.5,0,MET PET,Matte,3 Side Seal,None,Standard,None,Straight,0.07112,0.04418,37.88,UNDER,328.08,124.09,652.28,1104.44,30,300,2,15
FL-DL-1180,10000,4.5,5.0,1.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.27314,0.15069,44.83,UNDER,459.16,167.44,880.32,1506.92,8,288,1,8
FL-DL-1180,25000,4.5,5.0,1.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.24253,0.12582,48.12,UNDER,1084.52,355.34,1705.69,3145.55,8,288,1,8
FL-DL-1180,50000,4.5,5.0,1.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.22413,0.11946,46.7,UNDER,2126.35,685.5,3161.1,5972.95,8,288,1,8
FL-DL-1180,100000,4.5,5.0,1.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.21951,0.11615,47.09,UNDER,4210.34,1345.92,6058.71,11614.97,8,288,1,8
FL-DL-1214,50000,3.0,3.0,0,MET PET,Matte,2 Side Seal,None,Double (2),None,Straight,0.07539,0.03818,49.35,UNDER,737.35,245.33,926.38,1909.07,24,288,2,12
FL-DL-1214,75000,3.0,3.0,0,MET PET,Matte,2 Side Seal,None,Double (2),None,Straight,0.07367,0.03541,51.94,UNDER,1084.52,355.34,1215.6,2655.46,24,288,2,12
FL-DL-1214,100000,3.0,3.0,0,MET PET,Matte,2 Side Seal,None,Double (2),None,Straight,0.06873,0.03397,50.58,UNDER,1432.02,465.47,1499.44,3396.92,24,288,2,12
FL-DL-1186,20000,3.0,6.03,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.19204,0.08971,53.28,UNDER,598.42,201.3,994.56,1794.28,12,288,1,12
FL-DL-1186,40000,3.0,6.03,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.18179,0.08275,54.48,UNDER,1154.15,377.41,1778.54,3310.1,12,288,1,12
FL-DL-1186,60000,3.0,6.03,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.17137,0.08023,53.19,UNDER,1709.55,553.42,2550.61,4813.58,12,288,1,12
FL-DL-1186,80000,3.0,6.03,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.16967,0.07908,53.39,UNDER,2265.61,729.63,3331.32,6326.56,12,288,1,12
FL-DL-1186,100000,3.0,6.03,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.16797,0.0782,53.45,UNDER,2821.34,905.74,4092.65,7819.73,12,288,1,12
FL-DL-1211,5000,2.5,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.22916,0.12798,44.15,UNDER,156.64,65.57,417.69,639.9,15,300,1,15
FL-DL-1211,10000,2.5,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.17156,0.09901,42.29,UNDER,270.93,105.62,613.54,990.09,15,300,1,15
FL-DL-1211,25000,2.5,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.13808,0.07397,46.43,UNDER,613.82,208.57,1026.93,1849.33,15,300,1,15
FL-DL-1211,50000,2.5,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.13035,0.06842,47.51,UNDER,1185.3,392.02,1843.59,3420.9,15,300,1,15
FL-CQ-1209,20000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.23568,0.12883,45.34,UNDER,875.96,289.25,1411.46,2576.67,8,288,1,8
FL-CQ-1209,30000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.22922,0.12378,46.0,UNDER,1292.76,421.33,1999.45,3713.54,8,288,1,8
FL-CQ-1209,40000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.21626,0.12097,44.06,UNDER,1709.55,553.42,2575.91,4838.88,8,288,1,8
FL-CQ-1209,50000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.21422,0.11946,44.24,UNDER,2126.35,685.5,3161.1,5972.95,8,288,1,8
FL-CQ-1209,75000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.21079,0.11716,44.42,UNDER,3168.51,1015.76,4602.97,8787.24,8,288,1,8
FL-CQ-1209,100000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.20949,0.11615,44.56,UNDER,4210.34,1345.92,6058.71,11614.97,8,288,1,8
,2500,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.4526,0.24538,45.79,UNDER,133.56,56.71,423.17,613.44,9,280,1,9
,5000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.32914,0.17758,46.05,UNDER,224.65,87.93,575.34,887.91,9,280,1,9
,10000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.27299,0.13692,49.84,UNDER,406.5,148.34,814.39,1369.23,9,280,1,9
,25000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.2377,0.11152,53.08,UNDER,951.41,310.52,1526.14,2788.07,9,280,1,9
,50000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.21902,0.10481,52.14,UNDER,1860.34,595.95,2784.35,5240.65,9,280,1,9
,2500,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.44706,0.24538,45.11,UNDER,133.56,56.71,423.17,613.44,9,280,1,9
,5000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.32346,0.17758,45.1,UNDER,224.65,87.93,575.34,887.91,9,280,1,9
,10000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.2676,0.13692,48.83,UNDER,406.5,148.34,814.39,1369.23,9,280,1,9
,25000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.23227,0.11152,51.99,UNDER,951.41,310.52,1526.14,2788.07,9,280,1,9
,50000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.2136,0.10481,50.93,UNDER,1860.34,595.95,2784.35,5240.65,9,280,1,9
FL-DL-1189,2500,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.40906,0.24538,40.01,UNDER,133.56,56.71,423.17,613.44,9,280,1,9
FL-DL-1189,5000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.28769,0.17758,38.27,UNDER,224.65,87.93,575.34,887.91,9,280,1,9
FL-DL-1189,10000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.23204,0.13692,40.99,UNDER,406.5,148.34,814.39,1369.23,9,280,1,9
FL-DL-1189,25000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.19776,0.11152,43.61,UNDER,951.41,310.52,1526.14,2788.07,9,280,1,9
FL-DL-1189,50000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.17969,0.10481,41.67,UNDER,1860.34,595.95,2784.35,5240.65,9,280,1,9
,2500,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.28302,0.24538,13.3,UNDER,133.56,56.71,423.17,613.44,9,280,1,9
,5000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.23567,0.17758,24.65,UNDER,224.65,87.93,575.34,887.91,9,280,1,9
,10000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.21811,0.13692,37.22,UNDER,406.5,148.34,814.39,1369.23,9,280,1,9
,25000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.20585,0.11152,45.82,UNDER,951.41,310.52,1526.14,2788.07,9,280,1,9
,50000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.19486,0.10481,46.21,UNDER,1860.34,595.95,2784.35,5240.65,9,280,1,9
,2500,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.45347,0.24538,45.89,UNDER,133.56,56.71,423.17,613.44,9,280,1,9
,5000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.32722,0.17758,45.73,UNDER,224.65,87.93,575.34,887.91,9,280,1,9
,10000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.26999,0.13692,49.29,UNDER,406.5,148.34,814.39,1369.23,9,280,1,9
,25000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.23434,0.11152,52.41,UNDER,951.41,310.52,1526.14,2788.07,9,280,1,9
,50000,3.88,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.2154,0.10481,51.34,UNDER,1860.34,595.95,2784.35,5240.65,9,280,1,9
FL-DL-1179,5000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.20566,0.15665,23.83,UNDER,206.05,81.55,495.64,783.24,10,280,1,10
FL-DL-1179,10000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.16665,0.12172,26.96,UNDER,369.61,135.88,711.67,1217.17,10,280,1,10
FL-DL-1179,25000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.14215,0.09983,29.77,UNDER,860.32,281.92,1353.44,2495.68,10,280,1,10
FL-DL-1179,50000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.12854,0.09405,26.83,UNDER,1678.17,538.74,2485.6,4702.52,10,280,1,10
FL-CQ-1201,5000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.56783,0.196,65.48,UNDER,250.93,97.62,631.45,980.0,8,288,1,8
FL-CQ-1201,10000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.46305,0.15351,66.85,UNDER,459.16,167.44,908.49,1535.1,8,288,1,8
FL-CQ-1201,15000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.42473,0.13577,68.03,UNDER,667.72,223.26,1145.54,2036.53,8,288,1,8
FL-CQ-1201,20000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.41198,0.13023,68.39,UNDER,875.96,289.25,1439.3,2604.51,8,288,1,8
FL-CQ-1201,25000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.40431,0.12694,68.6,UNDER,1084.52,355.34,1733.53,3173.4,8,288,1,8
FL-CQ-1200,5000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.47619,0.2,58.0,UNDER,250.93,97.62,651.45,1000.0,8,288,1,8
FL-CQ-1200,10000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.38631,0.15551,59.74,UNDER,459.16,167.44,928.49,1555.1,8,288,1,8
FL-CQ-1200,15000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.35373,0.1371,61.24,UNDER,667.72,223.26,1165.54,2056.53,8,288,1,8
FL-CQ-1200,20000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.34328,0.13123,61.77,UNDER,875.96,289.25,1459.3,2624.51,8,288,1,8
FL-CQ-1200,25000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.33704,0.12774,62.1,UNDER,1084.52,355.34,1753.53,3193.4,8,288,1,8
FL-DL-1193,5000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.4338,0.19028,56.14,UNDER,250.93,97.62,602.84,951.38,8,288,1,8
FL-DL-1193,10000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.36195,0.15069,58.37,UNDER,459.16,167.44,880.32,1506.92,8,288,1,8
FL-DL-1193,15000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.33299,0.13391,59.78,UNDER,667.72,223.26,1117.7,2008.68,8,288,1,8
FL-DL-1193,20000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.32308,0.12883,60.12,UNDER,875.96,289.25,1411.46,2576.67,8,288,1,8
FL-DL-1193,25000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.31692,0.12582,60.3,UNDER,1084.52,355.34,1705.69,3145.55,8,288,1,8
,12500,2.5,6.0,0,MET PET,Matte,2 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.1129,0.08819,21.88,UNDER,328.08,124.09,650.26,1102.43,15,300,1,15
,25000,2.5,6.0,0,MET PET,Matte,2 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.09952,0.07367,25.98,UNDER,613.82,208.57,1019.25,1841.64,15,300,1,15
,37500,2.5,6.0,0,MET PET,Matte,2 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.09604,0.07004,27.07,UNDER,899.22,300.19,1427.09,2626.5,15,300,1,15
,50000,2.5,6.0,0,MET PET,Matte,2 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.09433,0.06826,27.63,UNDER,1185.3,392.02,1835.9,3413.22,15,300,1,15
,62500,2.5,6.0,0,MET PET,Matte,2 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.08919,0.06702,24.85,UNDER,1471.03,483.75,2234.28,4189.06,15,300,1,15
