fl_number,quantity,width,height,gusset,substrate,finish,seal_type,zipper,tear_notch,hole_punch,corners,actual_unit_price,calculated_unit_price,error_pct,direction,hp_cost,thermo_cost,poucher_cost,total_cost,labels_per_cycle,gear_teeth,no_across,no_around
FL-DL-1136,25000,2.0,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.1152,0.06537,43.26,UNDER,497.72,183.3,953.14,1634.16,19,304,1,19
FL-DL-1136,50000,2.0,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.10399,0.05633,45.83,UNDER,952.99,318.67,1544.88,2816.54,19,304,1,19
FL-DL-1136,100000,2.0,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.09547,0.05315,44.32,UNDER,1863.88,612.27,2839.18,5315.33,19,304,1,19
FL-DL-1136,250000,2.0,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.08987,0.05119,43.04,UNDER,4595.52,1492.75,6708.75,12797.02,19,304,1,19
FL-DL-1130,100000,2.75,5.125,0.15,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.12299,0.07867,36.03,UNDER,2595.38,1465.58,3806.29,7867.25,13,286,1,13
FL-DL-1130,150000,2.75,5.125,0.15,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.11768,0.07749,34.15,UNDER,3871.76,2184.05,5568.4,11624.2,13,286,1,13
FL-DL-1130,200000,2.75,5.125,0.15,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.11713,0.07699,34.27,UNDER,5148.13,2902.51,7347.89,15398.53,13,286,1,13
FL-DL-1130,250000,2.75,5.125,0.15,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.11607,0.07652,34.07,UNDER,6424.5,3620.98,9084.34,19129.82,13,286,1,13
FL-DL-1129,100000,2.5,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.11626,0.06548,43.68,UNDER,2328.25,758.92,3461.08,6548.24,15,300,1,15
FL-DL-1129,150000,2.5,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.111,0.06439,41.99,UNDER,3470.86,1125.71,5062.53,9659.11,15,300,1,15
FL-DL-1129,200000,2.5,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.11046,0.06394,42.12,UNDER,4614.15,1492.71,6680.76,12787.62,15,300,1,15
FL-DL-1129,250000,2.5,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.10944,0.0635,41.97,UNDER,5757.11,1859.61,8259.36,15876.07,15,300,1,15
FL-DL-1122,20000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.20162,0.104,48.42,UNDER,696.75,230.55,1152.62,2079.92,10,280,1,10
FL-DL-1122,50000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.19039,0.09461,50.31,UNDER,1678.17,538.74,2513.43,4730.34,10,280,1,10
FL-DL-1122,75000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.18979,0.09257,51.22,UNDER,2496.02,795.57,3651.29,6942.89,10,280,1,10
FL-DL-1122,100000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.18346,0.09133,50.22,UNDER,3313.87,1052.4,4767.11,9133.38,10,280,1,10
FL-DL-1122,125000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.18329,0.09072,50.5,UNDER,4131.72,1309.23,5899.53,11340.48,10,280,1,10
FL-DL-1121,20000,4.25,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.25503,0.12339,51.62,UNDER,844.68,274.58,1348.6,2467.85,8,272,1,8
FL-DL-1121,50000,4.25,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.23161,0.11395,50.8,UNDER,2047.83,648.81,3001.07,5697.71,8,272,1,8
FL-DL-1121,75000,4.25,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.22142,0.11166,49.57,UNDER,3050.62,960.72,4362.87,8374.21,8,272,1,8
FL-DL-1121,100000,4.25,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.22,0.11063,49.71,UNDER,4053.09,1272.54,5737.74,11063.37,8,272,1,8
FL-DL-1121,125000,4.25,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.21915,0.11003,49.79,UNDER,5055.87,1584.45,7113.05,13753.36,8,272,1,8
FL-DL-1119,5000,9.0,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.5341,0.30168,43.52,UNDER,459.16,167.44,881.79,1508.4,4,288,1,4
FL-DL-1119,10000,9.0,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.48049,0.25791,46.32,UNDER,875.96,289.25,1413.93,2579.14,4,288,1,4
FL-DL-1119,25000,9.0,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.43669,0.23902,45.27,UNDER,2126.35,685.5,3163.62,5975.48,4,288,1,4
FL-DL-1119,50000,9.0,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.41448,0.23235,43.94,UNDER,4210.34,1345.92,6061.29,11617.55,4,288,1,4
FL-DL-1119,100000,9.0,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.40826,0.22874,43.97,UNDER,8378.31,2666.74,11828.91,22873.97,4,288,1,4
FL-DL-1103,25000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.19418,0.10094,48.02,UNDER,860.32,281.92,1381.28,2523.52,10,280,1,10
FL-DL-1103,50000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.1782,0.09461,46.91,UNDER,1678.17,538.74,2513.43,4730.34,10,280,1,10
FL-DL-1103,75000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.17565,0.09257,47.3,UNDER,2496.02,795.57,3651.29,6942.89,10,280,1,10
FL-DL-1103,100000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.16864,0.09133,45.84,UNDER,3313.87,1052.4,4767.11,9133.38,10,280,1,10
FL-DL-1103,125000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.16787,0.09072,45.96,UNDER,4131.72,1309.23,5899.53,11340.48,10,280,1,10
FL-DL-1103,150000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.1673,0.09032,46.01,UNDER,4949.57,1566.06,7031.95,13547.58,10,280,1,10
FL-DL-1102,25000,4.25,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.22546,0.12035,46.62,UNDER,1045.36,337.0,1626.48,3008.83,8,272,1,8
FL-DL-1102,50000,4.25,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.20859,0.11395,45.37,UNDER,2047.83,648.81,3001.07,5697.71,8,272,1,8
FL-DL-1102,75000,4.25,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.19935,0.11166,43.99,UNDER,3050.62,960.72,4362.87,8374.21,8,272,1,8
FL-DL-1102,100000,4.25,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.19828,0.11063,44.2,UNDER,4053.09,1272.54,5737.74,11063.37,8,272,1,8
FL-DL-1102,125000,4.25,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.19759,0.11003,44.32,UNDER,5055.87,1584.45,7113.05,13753.36,8,272,1,8
FL-DL-1102,150000,4.25,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.1963,0.10935,44.29,UNDER,6058.34,1896.26,8447.97,16402.58,8,272,1,8
,2500,2.0,3.0,0,MET PET,Matte,3 Side Seal,Single Profile - Non CR Zipper,Standard,Round (Butterfly),Rounded,0.33993,0.2404,29.28,UNDER,65.17,33.83,501.99,600.99,38,304,2,19
,5000,2.0,3.0,0,MET PET,Matte,3 Side Seal,Single Profile - Non CR Zipper,Standard,Round (Butterfly),Rounded,0.21341,0.1344,37.02,UNDER,87.9,41.57,542.5,671.98,38,304,2,19
,7500,2.0,3.0,0,MET PET,Matte,3 Side Seal,Single Profile - Non CR Zipper,Standard,Round (Butterfly),Rounded,0.15867,0.0991,37.55,UNDER,110.63,49.57,583.02,743.22,38,304,2,19
,10000,2.0,3.0,0,MET PET,Matte,3 Side Seal,Single Profile - Non CR Zipper,Standard,Round (Butterfly),Rounded,0.13851,0.08155,41.12,UNDER,133.7,57.68,624.14,815.52,38,304,2,19
,12500,2.0,3.0,0,MET PET,Matte,3 Side Seal,Single Profile - Non CR Zipper,Standard,Round (Butterfly),Rounded,0.12617,0.06397,49.3,UNDER,156.09,65.56,577.94,799.59,38,304,2,19
,15000,2.0,3.0,0,MET PET,Matte,3 Side Seal,Single Profile - Non CR Zipper,Standard,Round (Butterfly),Rounded,0.11399,0.05724,49.78,UNDER,178.82,73.56,606.23,858.61,38,304,2,19
FL-CQ-1099,35000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.26698,0.13326,50.08,UNDER,1501.32,851.59,2311.37,4664.27,8,288,1,8
FL-CQ-1099,40000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.26522,0.13206,50.21,UNDER,1709.55,969.06,2603.73,5282.35,8,288,1,8
FL-CQ-1099,45000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.2639,0.13114,50.31,UNDER,1918.12,1086.73,2896.56,5901.4,8,288,1,8
FL-CQ-1099,10000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.32345,0.16416,49.25,UNDER,459.16,273.92,908.49,1641.58,8,288,1,8
FL-CQ-1099,15000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.29659,0.1463,50.67,UNDER,667.72,381.31,1145.54,2194.57,8,288,1,8
FL-CQ-1099,20000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.28856,0.1407,51.24,UNDER,875.96,498.79,1439.3,2814.05,8,288,1,8
FL-CQ-1099,25000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.2837,0.13738,51.58,UNDER,1084.52,616.45,1733.53,3434.5,8,288,1,8
FL-CQ-1099,30000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.27029,0.13513,50.0,UNDER,1292.76,733.92,2027.29,4053.97,8,288,1,8
,5000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,None,Standard,None,Rounded,0.201,0.15655,22.11,UNDER,156.64,65.57,560.55,782.76,15,300,1,15
,10000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,None,Standard,None,Rounded,0.1807,0.10207,43.52,UNDER,270.93,105.62,644.12,1020.67,15,300,1,15
,25000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,None,Standard,None,Rounded,0.165,0.06888,58.25,UNDER,613.82,208.57,899.65,1722.04,15,300,1,15
,50000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,None,Standard,None,Rounded,0.1573,0.05918,62.37,UNDER,1185.3,392.02,1381.9,2959.21,15,300,1,15
,100000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,None,Standard,None,Rounded,0.1555,0.05424,65.12,UNDER,2328.25,758.92,2337.0,5424.17,15,300,1,15
,250000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,None,Standard,None,Rounded,0.1492,0.05115,65.72,UNDER,5757.11,1859.61,5170.36,12787.08,15,300,1,15
,5000,3.25,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.2659,0.161,39.45,UNDER,193.6,77.67,533.71,804.98,11,286,1,11
,10000,3.25,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.21516,0.12045,44.02,UNDER,344.57,128.15,731.78,1204.51,11,286,1,11
,25000,3.25,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.18316,0.09543,47.9,UNDER,796.81,263.63,1325.24,2385.68,11,286,1,11
,50000,3.25,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.16654,0.08859,46.81,UNDER,1550.99,502.09,2376.34,4429.42,11,286,1,11
,100000,3.25,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.15672,0.08507,45.72,UNDER,3059.34,979.02,4468.79,8507.15,11,286,1,11
,250000,3.25,5.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.15313,0.08289,45.87,UNDER,7585.05,2410.01,10727.51,20722.57,11,286,1,11
FL-CQ-1094,5000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.35122,0.211,39.92,UNDER,250.93,152.61,651.45,1054.99,8,288,1,8
FL-CQ-1094,10000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.29439,0.16616,43.56,UNDER,459.16,273.92,928.49,1661.58,8,288,1,8
FL-CQ-1094,25000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.25876,0.13818,46.6,UNDER,1084.52,616.45,1753.53,3454.5,8,288,1,8
FL-CQ-1094,50000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.23876,0.13079,45.22,UNDER,2126.35,1204.2,3208.92,6539.48,8,288,1,8
FL-CQ-1094,100000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.22671,0.12697,44.0,UNDER,4210.34,2379.9,6106.52,12696.76,8,288,1,8
FL-CQ-1090,35000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.24396,0.13326,45.37,UNDER,1501.32,851.59,2311.37,4664.27,8,288,1,8
FL-CQ-1090,40000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.24228,0.13206,45.49,UNDER,1709.55,969.06,2603.73,5282.35,8,288,1,8
FL-CQ-1090,45000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.24092,0.13114,45.57,UNDER,1918.12,1086.73,2896.56,5901.4,8,288,1,8
FL-CQ-1090,50000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.23979,0.13039,45.62,UNDER,2126.35,1204.2,3188.92,6519.48,8,288,1,8
FL-CQ-1090,10000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.29642,0.16416,44.62,UNDER,459.16,273.92,908.49,1641.58,8,288,1,8
FL-CQ-1090,15000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.27247,0.1463,46.3,UNDER,667.72,381.31,1145.54,2194.57,8,288,1,8
FL-CQ-1090,20000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.26435,0.1407,46.77,UNDER,875.96,498.79,1439.3,2814.05,8,288,1,8
FL-CQ-1090,25000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.25958,0.13738,47.08,UNDER,1084.52,616.45,1733.53,3434.5,8,288,1,8
FL-CQ-1090,30000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.25645,0.13513,47.31,UNDER,1292.76,733.92,2027.29,4053.97,8,288,1,8
FL-CQ-1089,35000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.23165,0.12286,46.96,UNDER,1501.32,487.43,2311.37,4300.12,8,288,1,8
FL-CQ-1089,40000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.23001,0.12167,47.1,UNDER,1709.55,553.42,2603.73,4866.71,8,288,1,8
FL-CQ-1089,45000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.22869,0.12076,47.2,UNDER,1918.12,619.51,2896.56,5434.18,8,288,1,8
FL-CQ-1089,50000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.22759,0.12002,47.27,UNDER,2126.35,685.5,3188.92,6000.77,8,288,1,8
FL-CQ-1089,10000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.28389,0.15351,45.93,UNDER,459.16,167.44,908.49,1535.1,8,288,1,8
FL-CQ-1089,15000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.26035,0.13577,47.85,UNDER,667.72,223.26,1145.54,2036.53,8,288,1,8
FL-CQ-1089,20000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.25241,0.13023,48.41,UNDER,875.96,289.25,1439.3,2604.51,8,288,1,8
FL-CQ-1089,25000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.24773,0.12694,48.76,UNDER,1084.52,355.34,1733.53,3173.4,8,288,1,8
FL-CQ-1089,30000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.24468,0.12471,49.03,UNDER,1292.76,421.33,2027.29,3741.38,8,288,1,8
FL-CQ-1088,35000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.25623,0.12286,52.05,UNDER,1501.32,487.43,2311.37,4300.12,8,288,1,8
FL-CQ-1088,40000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.25433,0.12167,52.16,UNDER,1709.55,553.42,2603.73,4866.71,8,288,1,8
FL-CQ-1088,45000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.25291,0.12076,52.25,UNDER,1918.12,619.51,2896.56,5434.18,8,288,1,8
FL-CQ-1088,50000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.25174,0.12002,52.33,UNDER,2126.35,685.5,3188.92,6000.77,8,288,1,8
FL-CQ-1088,10000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.31515,0.15351,51.29,UNDER,459.16,167.44,908.49,1535.1,8,288,1,8
FL-CQ-1088,15000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.28721,0.13577,52.73,UNDER,667.72,223.26,1145.54,2036.53,8,288,1,8
FL-CQ-1088,20000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.27855,0.13023,53.25,UNDER,875.96,289.25,1439.3,2604.51,8,288,1,8
FL-CQ-1088,25000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.27331,0.12694,53.56,UNDER,1084.52,355.34,1733.53,3173.4,8,288,1,8
FL-CQ-1088,30000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.25966,0.12471,51.97,UNDER,1292.76,421.33,2027.29,3741.38,8,288,1,8
,2000,4.0,6.0,0,MET PET,Matte,3 Side Seal,Single Profile - Non CR Zipper,Standard,Round (Butterfly),Rounded,0.52941,0.37989,28.24,UNDER,116.9,51.26,591.61,759.77,9,288,1,9
,5000,4.0,6.0,0,MET PET,Matte,3 Side Seal,Single Profile - Non CR Zipper,Standard,Round (Butterfly),Rounded,0.31025,0.19632,36.72,UNDER,228.04,89.71,663.86,981.61,9,288,1,9
,7500,4.0,6.0,0,MET PET,Matte,3 Side Seal,Single Profile - Non CR Zipper,Standard,Round (Butterfly),Rounded,0.25968,0.15572,40.04,UNDER,320.56,120.21,727.11,1167.88,9,288,1,9
,10000,4.0,6.0,0,MET PET,Matte,3 Side Seal,Single Profile - Non CR Zipper,Standard,Round (Butterfly),Rounded,0.23837,0.13921,41.6,UNDER,413.4,151.85,826.88,1392.12,9,288,1,9
,12500,4.0,6.0,0,MET PET,Matte,3 Side Seal,Single Profile - Non CR Zipper,Standard,Round (Butterfly),Rounded,0.22599,0.12918,42.84,UNDER,505.58,183.26,925.95,1614.79,9,288,1,9
,15000,4.0,6.0,0,MET PET,Matte,3 Side Seal,Single Profile - Non CR Zipper,Standard,Round (Butterfly),Rounded,0.21084,0.11693,44.54,UNDER,598.42,201.3,954.18,1753.9,9,288,1,9
,10000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.30188,0.13754,54.44,UNDER,413.4,151.85,810.17,1375.42,9,288,1,9
,20000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.27754,0.11626,58.11,UNDER,783.77,260.04,1281.41,2325.22,9,288,1,9
,25000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.27699,0.1132,59.13,UNDER,968.8,318.67,1542.43,2829.9,9,288,1,9
,50000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.26284,0.10688,59.34,UNDER,1895.23,612.26,2836.6,5344.1,9,288,1,9
,75000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.25799,0.1046,59.46,UNDER,2821.34,905.74,4117.87,7844.96,9,288,1,9
,100000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.25489,0.10359,59.36,UNDER,3747.78,1199.33,5412.38,10359.48,9,288,1,9
,10000,6.0,6.5,3.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.45289,0.18197,59.82,UNDER,598.42,201.3,1019.93,1819.65,6,288,1,6
,20000,6.0,6.5,3.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.41921,0.16677,60.22,UNDER,1154.15,377.41,1803.91,3335.48,6,288,1,6
,25000,6.0,6.5,3.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.40435,0.16335,59.6,UNDER,1432.02,465.47,2186.24,4083.72,6,288,1,6
,50000,6.0,6.5,3.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.38388,0.1569,59.13,UNDER,2821.34,905.74,4117.87,7844.96,6,288,1,6
,75000,6.0,6.5,3.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.37767,0.15487,58.99,UNDER,4210.34,1345.92,6058.71,11614.97,6,288,1,6
,100000,6.0,6.5,3.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.3749,0.15349,59.06,UNDER,5599.99,1786.3,7962.8,15349.09,6,288,1,6
,1000,4.5,8.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,1.39566,0.49693,64.39,UNDER,84.21,39.96,372.77,496.93,8,288,1,8
,500,4.5,5.0,0.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,1.22066,0.90775,25.63,UNDER,63.61,33.08,357.18,453.87,8,288,1,8
,1000,4.5,5.0,0.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.68375,0.52697,22.93,UNDER,84.21,39.96,402.8,526.97,8,288,1,8
,2500,4.5,5.0,0.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.36936,0.26568,28.07,UNDER,146.97,61.67,455.56,664.2,8,288,1,8
,5000,4.5,5.0,0.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.24466,0.196,19.89,UNDER,250.93,97.62,631.45,980.0,8,288,1,8
,10000,4.5,5.0,0.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.18735,0.15351,18.06,UNDER,459.16,167.44,908.49,1535.1,8,288,1,8
,25000,4.5,5.0,0.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.15171,0.12694,16.33,UNDER,1084.52,355.34,1733.53,3173.4,8,288,1,8
FL-CQ-0983,32000,6.625,5.5,0,MET PET,Gloss,3 Side Seal,CR Zipper,Standard,None,Rounded,0.32636,0.17651,45.91,UNDER,2060.8,593.02,2994.59,5648.41,5,265,1,5
FL-CQ-0983,64000,6.625,5.5,0,MET PET,Gloss,3 Side Seal,CR Zipper,Standard,None,Rounded,0.30764,0.17133,44.31,UNDER,4078.91,1161.33,5724.82,10965.07,5,265,1,5
FL-CQ-0983,96000,6.625,5.5,0,MET PET,Gloss,3 Side Seal,CR Zipper,Standard,None,Rounded,0.3038,0.16933,44.26,UNDER,6097.02,1729.65,8428.67,16255.34,5,265,1,5
,10000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.34892,0.13754,60.58,UNDER,413.4,151.85,810.17,1375.42,9,288,1,9
,20000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.31037,0.11626,62.54,UNDER,783.77,260.04,1281.41,2325.22,9,288,1,9
,25000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.30527,0.1132,62.92,UNDER,968.8,318.67,1542.43,2829.9,9,288,1,9
,50000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.2856,0.10688,62.58,UNDER,1895.23,612.26,2836.6,5344.1,9,288,1,9
,75000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.27717,0.1046,62.26,UNDER,2821.34,905.74,4117.87,7844.96,9,288,1,9
,100000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.27306,0.10359,62.06,UNDER,3747.78,1199.33,5412.38,10359.48,9,288,1,9
,10000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.30829,0.14036,54.47,UNDER,413.4,151.85,838.35,1403.59,9,288,1,9
,20000,4.0,5.0,2.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.29128,0.11765,59.61,UNDER,783.77,260.04,1309.25,2353.07,9,288,1,9
